input_geo,indicator_name,value,indicator_subgroup,indicator_group,year,source_name,indicator_topic,indicator_subtopic,geo_name,geo_code,geo_iso,geo_parent,geo_level
Andorra,tendering,1,HIGH INCOME,Existing national (could also include sub-national),2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Andorra,20.0,AD,39.0,5.0
Antigua and Barbuda,tendering,0,HIGH INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Antigua and Barbuda,28.0,AG,29.0,5.0
Argentina,tendering,1,HIGH INCOME,Existing national (could also include sub-national),2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Argentina,32.0,AR,5.0,5.0
Australia,tendering,1,HIGH INCOME,Existing national (could also include sub-national),2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Australia,36.0,AU,53.0,5.0
Austria,tendering,1,HIGH INCOME,Existing national (could also include sub-national),2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Austria,40.0,AT,155.0,5.0
"Bahamas, The",tendering,0,HIGH INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Bahamas,44.0,BS,29.0,5.0
Bahrain,tendering,1,HIGH INCOME,Existing national (could also include sub-national),2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Bahrain,48.0,BH,145.0,5.0
Barbados,tendering,0,HIGH INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Barbados,52.0,BB,29.0,5.0
Belgium,tendering,1,HIGH INCOME,Existing national (could also include sub-national),2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Belgium,56.0,BE,155.0,5.0
Brunei Darussalam,tendering,1,HIGH INCOME,Existing national (could also include sub-national),2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Brunei Darussalam,96.0,BN,35.0,5.0
Canada,tendering,1,HIGH INCOME,Existing national (could also include sub-national),2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Canada,124.0,CA,21.0,5.0
Chile,tendering,1,HIGH INCOME,Existing national (could also include sub-national),2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Chile,152.0,CL,5.0,5.0
Croatia,tendering,1,HIGH INCOME,Existing national (could also include sub-national),2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Croatia,191.0,HR,39.0,5.0
Cyprus,tendering,1,HIGH INCOME,Existing national (could also include sub-national),2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Cyprus,196.0,CY,145.0,5.0
Czech Republic,tendering,1,HIGH INCOME,Existing national (could also include sub-national),2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Czech Republic,203.0,CZ,151.0,5.0
Denmark,tendering,1,HIGH INCOME,Existing national (could also include sub-national),2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Denmark,208.0,DK,154.0,5.0
Estonia,tendering,1,HIGH INCOME,Existing national (could also include sub-national),2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Estonia,233.0,EE,154.0,5.0
Finland,tendering,1,HIGH INCOME,Existing national (could also include sub-national),2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Finland,246.0,FI,154.0,5.0
France,tendering,1,HIGH INCOME,Existing national (could also include sub-national),2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,France,250.0,FR,155.0,5.0
Germany,tendering,1,HIGH INCOME,Existing national (could also include sub-national),2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Germany,276.0,DE,155.0,5.0
Greece,tendering,1,HIGH INCOME,Existing national (could also include sub-national),2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Greece,300.0,GR,39.0,5.0
Hungary,tendering,1,HIGH INCOME,Existing national (could also include sub-national),2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Hungary,348.0,HU,151.0,5.0
Iceland,tendering,0,HIGH INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Iceland,352.0,IS,154.0,5.0
Ireland,tendering,1,HIGH INCOME,Existing national (could also include sub-national),2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Ireland,372.0,IE,154.0,5.0
Israel,tendering,1,HIGH INCOME,Existing national (could also include sub-national),2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Israel,376.0,IL,145.0,5.0
Italy,tendering,1,HIGH INCOME,Existing national (could also include sub-national),2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Italy,380.0,IT,39.0,5.0
Japan,tendering,1,HIGH INCOME,Existing national (could also include sub-national),2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Japan,392.0,JP,30.0,5.0
"Korea, Republic of",tendering,0,HIGH INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Republic of South Korea,410.0,KR,30.0,5.0
Kuwait,tendering,1,HIGH INCOME,Existing national (could also include sub-national),2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Kuwait,414.0,KW,145.0,5.0
Latvia,tendering,1,HIGH INCOME,Existing national (could also include sub-national),2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Latvia,428.0,LV,154.0,5.0
Liechtenstein,tendering,0,HIGH INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Liechtenstein,438.0,LI,155.0,5.0
Lithuania,tendering,1,HIGH INCOME,Existing national (could also include sub-national),2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Lithuania,440.0,LT,154.0,5.0
Luxembourg,tendering,1,HIGH INCOME,Existing national (could also include sub-national),2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Luxembourg,442.0,LU,155.0,5.0
Malta,tendering,1,HIGH INCOME,Existing national (could also include sub-national),2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Malta,470.0,MT,39.0,5.0
Monaco,tendering,0,HIGH INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Monaco,492.0,MC,155.0,5.0
Netherlands,tendering,1,HIGH INCOME,Existing national (could also include sub-national),2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Netherlands,528.0,NL,155.0,5.0
New Zealand,tendering,1,HIGH INCOME,Existing national (could also include sub-national),2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,New Zealand,554.0,NZ,53.0,5.0
Norway,tendering,1,HIGH INCOME,Existing national (could also include sub-national),2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Norway,578.0,NO,154.0,5.0
Oman,tendering,1,HIGH INCOME,Existing national (could also include sub-national),2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Oman,512.0,OM,145.0,5.0
Palau,tendering,0,HIGH INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Palau,585.0,PW,57.0,5.0
Panama,tendering,1,HIGH INCOME,Existing national (could also include sub-national),2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Panama,591.0,PA,13.0,5.0
Poland,tendering,1,HIGH INCOME,Existing national (could also include sub-national),2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Poland,616.0,PL,151.0,5.0
Portugal,tendering,1,HIGH INCOME,Existing national (could also include sub-national),2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Portugal,620.0,PT,39.0,5.0
Qatar,tendering,1,HIGH INCOME,Existing national (could also include sub-national),2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Qatar,634.0,QA,145.0,5.0
San Marino,tendering,0,HIGH INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,San Marino,674.0,SM,39.0,5.0
Saudi Arabia,tendering,1,HIGH INCOME,Existing national (could also include sub-national),2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Saudi Arabia,682.0,SA,145.0,5.0
Seychelles,tendering,1,HIGH INCOME,Existing national (could also include sub-national),2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Seychelles,690.0,SC,14.0,5.0
Singapore,tendering,1,HIGH INCOME,Existing national (could also include sub-national),2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Singapore,702.0,SG,35.0,5.0
Slovenia,tendering,1,HIGH INCOME,Existing national (could also include sub-national),2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Slovenia,705.0,SI,39.0,5.0
Spain,tendering,1,HIGH INCOME,Existing national (could also include sub-national),2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Spain,724.0,ES,39.0,5.0
St. Kitts and Nevis,tendering,1,HIGH INCOME,Existing national (could also include sub-national),2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Saint Kitts and Nevis,659.0,KN,29.0,5.0
Sweden,tendering,0,HIGH INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Sweden,752.0,SE,154.0,5.0
Switzerland,tendering,0,HIGH INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Switzerland,756.0,CH,155.0,5.0
Trinidad and Tobago,tendering,0,HIGH INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Trinidad and Tobago,780.0,TT,29.0,5.0
United Arab Emirates,tendering,1,HIGH INCOME,Existing national (could also include sub-national),2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,United Arab Emirates,784.0,AE,145.0,5.0
United Kingdom,tendering,1,HIGH INCOME,Existing national (could also include sub-national),2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,United Kingdom,826.0,GB,154.0,5.0
United States,tendering,1,HIGH INCOME,Existing national (could also include sub-national),2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,United States of America,840.0,US,21.0,5.0
Uruguay,tendering,0,HIGH INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Uruguay,858.0,UY,5.0,5.0
Albania,tendering,1,UPPER-MIDDLE INCOME,Existing national (could also include sub-national),2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Albania,8.0,AL,39.0,5.0
Algeria,tendering,1,UPPER-MIDDLE INCOME,Existing national (could also include sub-national),2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Algeria,12.0,DZ,15.0,5.0
Armenia,tendering,1,UPPER-MIDDLE INCOME,Existing national (could also include sub-national),2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Armenia,51.0,AM,145.0,5.0
Azerbaijan,tendering,1,UPPER-MIDDLE INCOME,Existing national (could also include sub-national),2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Azerbaijan,31.0,AZ,145.0,5.0
Belarus,tendering,0,UPPER-MIDDLE INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Belarus,112.0,BY,151.0,5.0
Belize,tendering,1,UPPER-MIDDLE INCOME,Existing national (could also include sub-national),2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Belize,84.0,BZ,13.0,5.0
Bosnia and Herzegovina,tendering,1,UPPER-MIDDLE INCOME,Existing national (could also include sub-national),2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Bosnia and Herzegovina,70.0,BA,39.0,5.0
Botswana,tendering,1,UPPER-MIDDLE INCOME,Existing national (could also include sub-national),2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Botswana,72.0,BW,18.0,5.0
Brazil,tendering,1,UPPER-MIDDLE INCOME,Existing national (could also include sub-national),2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Brazil,76.0,BR,5.0,5.0
Bulgaria,tendering,0,UPPER-MIDDLE INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Bulgaria,100.0,BG,151.0,5.0
China,tendering,1,UPPER-MIDDLE INCOME,Existing national (could also include sub-national),2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,China,156.0,CN,30.0,5.0
Colombia,tendering,1,UPPER-MIDDLE INCOME,Existing national (could also include sub-national),2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Colombia,170.0,CO,5.0,5.0
Costa Rica,tendering,1,UPPER-MIDDLE INCOME,Existing national (could also include sub-national),2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Costa Rica,188.0,CR,13.0,5.0
Cuba,tendering,0,UPPER-MIDDLE INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Cuba,192.0,CU,29.0,5.0
Dominica,tendering,0,UPPER-MIDDLE INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Dominica,212.0,DM,29.0,5.0
Dominican Republic,tendering,1,UPPER-MIDDLE INCOME,Existing national (could also include sub-national),2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Dominican Republic,214.0,DO,29.0,5.0
Ecuador,tendering,1,UPPER-MIDDLE INCOME,Existing national (could also include sub-national),2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Ecuador,218.0,EC,5.0,5.0
Equatorial Guinea,tendering,0,UPPER-MIDDLE INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Equatorial Guinea,226.0,GQ,17.0,5.0
Fiji,tendering,1,UPPER-MIDDLE INCOME,Existing national (could also include sub-national),2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Fiji,242.0,FJ,54.0,5.0
Gabon,tendering,0,UPPER-MIDDLE INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Gabon,266.0,GA,17.0,5.0
Grenada,tendering,0,UPPER-MIDDLE INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Grenada,308.0,GD,29.0,5.0
Guatemala,tendering,1,UPPER-MIDDLE INCOME,Existing national (could also include sub-national),2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Guatemala,320.0,GT,13.0,5.0
Guyana,tendering,0,UPPER-MIDDLE INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Guyana,328.0,GY,5.0,5.0
Iran,tendering,0,UPPER-MIDDLE INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Iran,364.0,IR,34.0,5.0
Iraq,tendering,1,UPPER-MIDDLE INCOME,Existing national (could also include sub-national),2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Iraq,368.0,IQ,145.0,5.0
Jamaica,tendering,1,UPPER-MIDDLE INCOME,Existing national (could also include sub-national),2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Jamaica,388.0,JM,29.0,5.0
Jordan,tendering,1,UPPER-MIDDLE INCOME,Existing national (could also include sub-national),2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Jordan,400.0,JO,145.0,5.0
Kazakhstan,tendering,1,UPPER-MIDDLE INCOME,Existing national (could also include sub-national),2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Kazakhstan,398.0,KZ,143.0,5.0
Lebanon,tendering,1,UPPER-MIDDLE INCOME,Existing national (could also include sub-national),2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Lebanon,422.0,LB,145.0,5.0
Libya,tendering,0,UPPER-MIDDLE INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Libya,434.0,LY,15.0,5.0
North Macedonia,tendering,1,UPPER-MIDDLE INCOME,Existing national (could also include sub-national),2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,North Macedonia,807.0,MK,39.0,5.0
Malaysia,tendering,1,UPPER-MIDDLE INCOME,Existing national (could also include sub-national),2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Malaysia,458.0,MY,35.0,5.0
Maldives,tendering,1,UPPER-MIDDLE INCOME,Existing national (could also include sub-national),2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Maldives,462.0,MV,34.0,5.0
Marshall Islands,tendering,0,UPPER-MIDDLE INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Marshall Islands,584.0,MH,57.0,5.0
Mauritius,tendering,1,UPPER-MIDDLE INCOME,Existing national (could also include sub-national),2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Mauritius,480.0,MU,14.0,5.0
Mexico,tendering,1,UPPER-MIDDLE INCOME,Existing national (could also include sub-national),2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Mexico,484.0,MX,13.0,5.0
Montenegro,tendering,1,UPPER-MIDDLE INCOME,Existing national (could also include sub-national),2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Montenegro,499.0,ME,39.0,5.0
Namibia,tendering,1,UPPER-MIDDLE INCOME,Existing national (could also include sub-national),2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Namibia,516.0,NA,18.0,5.0
Nauru,tendering,0,UPPER-MIDDLE INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Nauru,520.0,NR,57.0,5.0
Paraguay,tendering,0,UPPER-MIDDLE INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Paraguay,600.0,PY,5.0,5.0
Peru,tendering,1,UPPER-MIDDLE INCOME,Existing national (could also include sub-national),2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Peru,604.0,PE,5.0,5.0
Romania,tendering,1,UPPER-MIDDLE INCOME,Existing national (could also include sub-national),2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Romania,642.0,RO,151.0,5.0
Russian Federation,tendering,1,UPPER-MIDDLE INCOME,Existing national (could also include sub-national),2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Russian Federation,643.0,RU,151.0,5.0
Samoa,tendering,0,UPPER-MIDDLE INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Samoa,882.0,WS,61.0,5.0
Serbia,tendering,1,UPPER-MIDDLE INCOME,Existing national (could also include sub-national),2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Serbia,688.0,RS,39.0,5.0
South Africa,tendering,1,UPPER-MIDDLE INCOME,Existing national (could also include sub-national),2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,South Africa,710.0,ZA,18.0,5.0
St. Lucia,tendering,0,UPPER-MIDDLE INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Saint Lucia,662.0,LC,29.0,5.0
St. Vincent and the Grenadines,tendering,0,UPPER-MIDDLE INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Saint Vincent and the Grenadines,670.0,VC,29.0,5.0
Suriname,tendering,1,UPPER-MIDDLE INCOME,Existing national (could also include sub-national),2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Suriname,740.0,SR,5.0,5.0
Thailand,tendering,1,UPPER-MIDDLE INCOME,Existing national (could also include sub-national),2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Thailand,764.0,TH,35.0,5.0
Tonga,tendering,1,UPPER-MIDDLE INCOME,Existing national (could also include sub-national),2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Tonga,776.0,TO,61.0,5.0
Turkey,tendering,1,UPPER-MIDDLE INCOME,Existing national (could also include sub-national),2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Turkey,792.0,TR,145.0,5.0
Turkmenistan,tendering,0,UPPER-MIDDLE INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Turkmenistan,795.0,TM,143.0,5.0
Tuvalu,tendering,0,UPPER-MIDDLE INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Tuvalu,798.0,TV,61.0,5.0
Angola,tendering,0,LOWER-MIDDLE INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Angola,24.0,AO,17.0,5.0
Bangladesh,tendering,1,LOWER-MIDDLE INCOME,Existing national (could also include sub-national),2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Bangladesh,50.0,BD,34.0,5.0
